Type,id
Requirement,"Ability to close the contract on maturity, maintain securitized contract details"
Requirement,Ability to collate quotes from different platforms and automated decision (the best price and platform) as per the rules.
Requirement,Ability to compare Bank's repayment schedule with the system generated repayment schedule
Requirement,Ability to compute depreciations on Assets given on Operating Lease
Requirement,Ability to compute NPA provisions both according to IFRS and India GAAP
Requirement,Ability to conduct digital review of documents (using ML algorithm) and raise sampling requests if required
Requirement,Ability to configure additional fields
Requirement,Ability to configure additional Loan types for a Loan contract
Requirement,Ability to configure additional type as per business requirement
Requirement,Ability to configure alerts as per business rules at different stages as required (Exception Management)
Goal,Ability to configure changes as per revised policy with impact analysis with scenario modelling
Requirement,Ability to configure checklist points
Requirement,"Ability to configure different campaign structures (features, rate etc.), across individual VFS product & service or across multiple products & services, for a set period of time"
Requirement,"Ability to configure dynamic checklist, basis various parameters like exposure, product, profile of customer, geography, etc.. Additional fields must be present and configurable"
Requirement,"Ability to configure dynamic checlist, basis ""Type of Customer"", e.g. Priority Sector Lending, Corporate, Strategic Customer, Retail, etc."
Requirement,"Ability to configure existing products and be able to manage their lifecycle (Loan, Lease, Floor PLan Funding)"
Requirement,"Ability to configure future products & their lifecycle (Parts Finance, Bundling, Securitization, Syndication, Operating Lease)"
Requirement,Ability to configure pricing parameters from front end by Business Users
Requirement,Ability to configure terms and conditions such as Agreed Usage Parameters - KM per Annum
Requirement,"Ability to configure the parameters by business user (e.g. percentage, lump sum, frequency, etc.) and add new parameters"
Requirement,Ability to configure/update rules/logic for definition of hierarchy and maintain audit trail
Requirement,"Ability to create an agreement --> Capture Investor Name, Agreement Date, Funding Date, Interest/Discounted%, Service Charges per Annum, Payment Day, Payment Term, Payment Account Details, etc."
Requirement,Ability to create an agreement --> Syndicate Lenders (with percentage split) and mark primary vs secondary partner
Requirement,"Ability to create an agreement/contract in both primary/secondary Lender scenarios (VFS owns the loan with partner as secondary lender OR VFS is the secondary owner and not primary lender) and accordingly process the loan as per the ownership (EMI collection, collections, servicing, etc.)"
Requirement,"Ability to create and manage ""Finance Lease"" and generate charges including rental and GST"
Requirement,Ability to create Contract wise GL
Requirement,"Ability to create customer hierarchy (relationship) and mapping scenarios like Group Company, Single Company, Multiple Contracts (Parent-Child at company level / contract level)"
Requirement,Ability to create Customer wise GL
Requirement,Ability to create DO document
Requirement,Ability to create Group Company wise GL
Requirement,Ability to create modelling scenarios by configuring products and services bundles and generate total offer per scenario
Requirement,"Ability to create modelling scenarios by configuring products, features, rules, etc."
Requirement,"Ability to create modelling scenarios by configuring products, features, rules, etc. with ability of extending to larger ecosystem"
Requirement,Ability to create pool (flag the contracts as Pooled) - with option to select / de-select contracts for Securitization
Requirement,Ability to create/map hierarchy (e.g. VFS Sales mapping with Agency Sales Team) and be able to remap orphan customers / contracts in case of change
Requirement,"Ability to customize & configure workflows as per business requirement - Change Process, Authority Matrix, Approval Matrix"
Requirement,"Ability to defin and track (Floor Plan / Dealer Financing) - Credit Limit, Utilized Amount, Curtailment, Multiple Temporary Limit, Multiple Setting of Due Date (60 days, 90 days, etc.)"
Requirement,"Ability to define & manage Masters (Customer, Dealer, BA, Agencies, Products, Demographics etc.)"
Requirement,Ability to define periodicity for equity payment (e.g. 10% of value to be paid at the end of 60 days)
Requirement,"Ability to define templates / naming convertions for Customer ID, Contract ID, Product Code, etc."
Requirement,"Ability to define, set, adjust and measure customer service TAT and SLA for individual customer service representative and region wise"
Requirement,Ability to define/configure maker & checker as per business rules as required
Requirement,Ability to directly upload the documents in LOS or integrate with CRM system (single document upload / multiple documents upload in one go)
Requirement,Ability to display pre-defined usage parameters (e.g. 10000 km per month or 12 hours usage in a day) (Additional parameters to be configurable)
Requirement,"Ability to do credit check (Credit Bureau check, Finscan check and KYC check of certain parties who may be relevant to the deal but may not have impact on credit decision (Authorized signatory / Ultimate Beneficiary Owner, etc.)"
Requirement,"Ability to do credit check (Credit Bureau check, Finscan check and KYC check of certain parties who may be relevant to the deal but may not have impact on credit decision (Authorized signatory / Ultimate Beneficiary Owner, etc.))"
Requirement,"Ability to download GST IRN and Barcode, to create GST invoice"
Requirement,Ability to edit CAM
Requirement,Ability to ensure documents collected and uploaded in system pertains to the correct contract
Requirement,"Ability to execute multiple/bulk allocations, restrict allocation, provide summary view/dashboard, to prioritize"
Requirement,"Ability to execute multiple/bulk allocations, restrict allocation, provide summary view/dashboard, to prioritize."
Requirement,Ability to execute the action at customer/contract level as per the case.
Requirement,Ability to export Disbursement (i.e. Bank File) to the Banking Partner - for disbursement into relevant bank account
Requirement,Ability to export the dashboard over mobile
Goal,"Ability to export the data to datawarehouse, in the near future"
Requirement,Ability to extend mobile solution for Repo activity.
Requirement,Ability to extend Operating Lease - casual month to month (same rental) or fixed terms > 6 months
Requirement,"Ability to extend Operating Lease (or re-cast) at a revised terms, basis residual value calculation ont he FMV (fair market value) determined by the Dealer / BA, as well as usage assessment - with a lock-in period (Additional credit UW assessment may be required (as per workflow))"
Requirement,Ability to extend Operating Lease at same rental terms (e.g. if extension request is below 6 months) - Casual Rental
Requirement,Ability to generate alert to users when working on such tagged contracts
Requirement,"Ability to generate alert/triggers and allocate to relevant stakeholders (as per defined rules - Field Agents, Phone Banking Agents, Sales, Ops etc.) for necessary communication initiation"
Requirement,"Ability to generate alert/triggers and allocate to relevant stakeholders (as per defined rules - Field Agents, Phone banking Agents, Sales, Ops etc.) for necessary communication initiation."
Requirement,"Ability to generate and issue GST invoice on Lease Rentals and Charges, using GST IRN and Barcode"
Requirement,"Ability to generate CAM automatically in pre-defined format, with all relevant information from above."
Requirement,"Ability to generate cases which are due to reach end of term, applied for foreclosure or likely to foreclose / switch (basis analytics) and mark them for retention opportunity. Highlight it to right stakeholders"
Requirement,"Ability to generate charges specific to each product i.e. Loan, Finance Lease, Operating Lease, VAS, Bundling, etc."
Requirement,Ability to generate commission as per hierarchy
Requirement,Ability to generate dep curve basis parameters and rules defined by business.
Requirement,"Ability to generate different simulations showing impact on other parameters (Loan Tenure, EMI, Value etc.)"
Requirement,"Ability to generate documents (agreements, offer letters etc.) from the information in LOS and be able to push it to relevant stakeholders (customers)"
Requirement,Ability to generate dunning notices at customer level (buld) to avoid multiple notices to single customer for multiple contracts
Requirement,"Ability to generate dunning notices for all the default cases (30, 60 and 90 DPD). DPD cycle should reset to actual DPD once the payment is received."
Requirement,"Ability to generate fees such as processing fee, Credit Bureau, etc."
Requirement,"Ability to generate flag highlighting the asset as repossessed, released, sold (as per the current status)"
Requirement,"Ability to generate GST invoice data on Lease Rentals and Charges, for uploading on GST portal."
Requirement,"Ability to generate Interest payable for a period, month wise (e.g. next 6 months), for all instruments (e.g. ECB, Commercial papers, NCDs, etc.)"
Requirement,Ability to generate Investor payout schedule
Requirement,Ability to generate list of documents required (as per Check List) to move case to operations for processing of disbursal
Requirement,"Ability to generate other fee & charges such as late payment, cheque bounce, etc."
Requirement,Ability to generate performance reporting dashboards to be sent to relevant stakeholders
Requirement,"Ability to generate Pricing based on varios scenarios (such as retail vs corporate vs Key Accounts) and paraeters (such as Value, BA, Asset, Schemes, Customer Grade, Repayment Structure, Target Interest, Margin, Down Payment, Collateral, Commission, etc.) along with ATROE (any other pricing model in future, e.g. IRR) calculation."
Requirement,"Ability to generate pricing by selecting / deselecting Offers or Services, i.e. menu driven selection (e.g. uncheck VAS and related charges will be removed from total pricing)"
Requirement,"Ability to generate print file (Single/Multiple) sharable to appropriate stakeholders. (Welcome Kit - Contract Copy, Welcome Letter, Repayment Schedule, etc.)"
Requirement,"Ability to generate regular customer communication for EMIs due through various channels (Email, SMS, Calls etc) as per defined rules (Frequency/Type)"
Requirement,Ability to generate repayment schedule using both books
Requirement,Ability to generate Repo kit automatically  basis the information shared by the repo agent - Integration of field system (mobile app) with collection systemSharing of repo kit to be access controlled (and managed as per authorization hierarchy)
Requirement,"Ability to generate reports for GST receivable and payable, TCS and TDS, wherever applicable"
Requirement,Ability to generate sanction letter / rejection letter post decision by decision authority in predefined format with digital signature to be made available to Sales and Credit
Requirement,"Ability to generate templates in customer ""preferred language"""
Requirement,Ability to generate trigger/alerts for inventory audit per set rules in the workflow.
Requirement,"Ability to generate user friendly dashboard and reports for the field agents, over their mobile app."
Requirement,"Ability to generate, store and execute repo order and initiate repossession process"
Requirement,Ability to handle such tagged contracts in a separate workflow
Requirement,"Ability to handle workflow and handover between different systems (CRM, LOS, LMS, Navision and external systems like BA CRM etc.)"
Requirement,"Ability to have a functionality (screen for Sales) where Asset deployment details are mentioned and viability provided, so that Credit can analyse it"
Requirement,"Ability to have configuration rules for calculating grading (basis experience, financial, VFS exposure, etc.)"
Requirement,"Ability to have dynamic Credit decisioning, i.e. to be able to add / remove co-borrower and guarantor prior to approval stage."
Requirement,Ability to have workflow - for any changes in the CAM
Requirement,Ability to highlight all discrepancies post reconciliation and highlight in dashboard. Exception management ability
Requirement,"Ability to highlight Risk, basis an algorithm which runs on the documents and information provided for credit assessment."
Requirement,"Ability to hold NOC issurance in case there is any Group Level dues, from any of the Customer's contract"
Requirement,"Ability to identify all linked accounts fro a Contract, and mark 'End of Term' at the same go"
Requirement,Ability to identify and mitigate the risks that do not exists today or have a potential to develop in future and are difficult to quantify.
Requirement,Ability to identify approving authority based on predefined rules and move case to the authority for final approval
Requirement,"Ability to identify bounced (EMI not honoured) cases and initiate communication to relevant stakeholders - Branches, Customers, Sales, Collection"
Requirement,Ability to identify contracts due to reach End of Team (e.g. 3 months before) and notify relevant stakeholders for renewal of contract or for a fresh asset sale
Requirement,"Ability to identify documents that need to be collected (at specific periodicity) as defined while setting up the contract, and subsequent follow-ups"
Requirement,"Ability to identify the potential industry impact areas (regulatory, industry, global etc.) and accordingly take actions to mitigate the risks."
Requirement,Ability to import analytics results on product risk analysis
Requirement,Ability to import Bank's / Payment Gateway's response file for automatic reconciliation of the payment
Requirement,"Ability to import data from Analytics Engine/other system/internal systems - payment patterns, for potential defaulters and to be able to allocate/initiate communication with relevant stakeholders (Collections/Sales/Ops) for necessary collection action"
Requirement,"Ability to import data from Analytics Engine/other system/internal systems - payment patterns, for potential defaulters and to be able to allocate/initiate communication with relevant stakeholders (Collections/Sales/Ops) for necessary collection action."
Requirement,"Ability to import data from LMS and generate customer communication (Email, SMS, Whatsapp, Notifications/Alerts, Call, etc.) on delinquent accounts as per rules (frequency) - Communication to trigger from communication module."
Requirement,"Ability to import data from LMS and generate customer communication (Email, SMS, WhatsApp, Notifications/Alerts, Calls etc.) on delinquent accounts as per rules (frenquency) - Communication to trigger from communication module"
Requirement,Ability to import data of delinquent accounts from LMS to collections systems as per rules defined for frequency
Requirement,Ability to import the case from LOS to LMS for contract activation
Requirement,Ability to import the response file from bank into LMS
Requirement,Ability to import updated data (Repo updates / other updates / Payment status etc.) from collections system to LMS on a real time basis
Requirement,Ability to import updated data (Repo updates / other updates / Payment status etc.) from collections systems to LMS on a real time basis.
Requirement,"Ability to import, store and process KYC information received from Third Party Agencies"
Requirement,"Ability to import, store and process required data points from the Bureau reports, e.g. Credit Bureau score, overdue, any critical observation"
Requirement,"Ability to index (customer, contract etc.), store and retrieve documents as needed"
Requirement,Ability to initiate and update AML checks of Third Party automatically
Requirement,Ability to initiate and update AML checks of Third Party automatically. Push capabilities for notifying a third party consent
Requirement,Ability to initiate at contract level in case of multiple contracts for a single customer
Requirement,"Ability to initiate credit bureau check, KYC check and FinScan check by collecting KYC and application form/concurrence for credit check"
Requirement,Ability to initiate escalation to next level as per escalation matrix and ensure workflow compliance
Requirement,"Ability to initiate FI for selected customers, receive FI report from agency and trigger deviation to approving authorities if any"
Requirement,"Ability to initiate legal notices/repossession orders as per agreement with the customer (Sec 9/17, Sec 138 or NCLT) per defined workflow (Restriction and controlled access - not to be available to field agents)"
Requirement,Ability to initiate notification with Yards and update the information as per progress by Yard (intimation to Yard for inward and then inventory checklist)
Requirement,Ability to initiate notification with Yards and update the information as per progress.
Requirement,Ability to initiate pull from Dealer account against this netting off
Requirement,Ability to initiate repayment schedule and update status back to service CRM
Requirement,Ability to initiate repo process remotely through mobile/tab based capability
Requirement,Ability to initiate repo remotely through mobile/tab based capability
Requirement,"Ability to integrate (API) with 3rd party vendor to pull GST details for Customers, for validation of turnover, cash flows and work order"
Requirement,"Ability to integrate (API) with 3rd party vendor to pull work order details for customer, for validation"
Requirement,Ability to integrate (API) with Agencies (e.g. Probe) to import Customer ratings rationale data from agency website (check with CRISIL(?) and others allow integration)
Requirement,Ability to integrate with analytics models/engine to provide recommendations
Requirement,Ability to integrate with BA / Dealer system
Requirement,"Ability to integrate with BA system to receive details of Assets sold to Dealer (in a tranche) - VIN, Value, etc.. Electronic invoicing from BA to VFS on dealers behalf."
Requirement,Ability to integrate with banking partner on real time basis
Requirement,"Ability to integrate with Bureaus (Credit Bureau, Experian, etc.) and 3rd party Aggregators for Borrower / Co-Borrower / Guarantor / Associated Parties"
Requirement,"Ability to integrate with external vendor / website (VAHAN, Insurance Companies, ROC Website etc.) to fetch the concerned documents and automate ROC registration"
Requirement,Ability to integrate with Insurance provider
Requirement,"Ability to integrate with the regulatory entities (Credit Bureau, CERSAI, CKYC, MCA, etc.) for automatically upload"
Requirement,"Ability to integrate with VAHAN & Fastag, to validate VIN numbers funded vs registration in VAHAN/Fastag (track the vehicles)"
Requirement,"Ability to integrate with VAHAN, ROC, NSDL, CKYC, other government agencies"
Requirement,Ability to integrate with Volvo Group (Finscan) database for AML / Sanctions / RBI database check (Finscan check)
Requirement,Ability to integrate with Volvo Group's travel system
Requirement,Ability to integrate with Yard systems
Requirement,Ability to integrate with Yard systems - Yard to have access to VFS system (as per access and authority management)
Requirement,Ability to integrate workflow with emails / other communication platforms - Mobile App
Requirement,"Ability to intimate relevant stakeholders (e.g. Credit team, Finance, etc.)"
Requirement,Ability to invoice dealer based on the financed amount and map limit utilization accordingly
Requirement,"Ability to issue documents (NOC, RTO Forms, Invoice , Release Order etc.)"
Requirement,"Ability to issue NOC, with bulk option to be avilable in case multiple contracts closed by a Customer at one go"
Requirement,"Ability to keep contract servicing flexibility, such as Customer NOC issurance, interest certificate issurance, SOA, post End of Term"
Requirement,Ability to knock-off available documents (integration with DMS) from the checklist and highlight remaining documents; notification to be sent to relevant stakeholders (note: OCR capability)
Requirement,Ability to knock-off PDC which the bank has confirmed for processing payment
Requirement,"Ability to maintain (create and modify) Accounting templates - product wise, event wise, asset class wise"
Requirement,Ability to maintain (master) different GAAP
Requirement,Ability to maintain an Escrow Account which would be used to allocate funds between VFS & co-lender
Requirement,"Ability to maintain asset class change based on defined criteria such as Regular to NPA, NPA to repo, repo to remarket, repo to release, NPA to regular with an option to maintain transactions upon asset class"
Requirement,"Ability to maintain audit trail (Traceability - Time Stamp, User Details, Action Taken, Comments)"
Requirement,Ability to maintain multiple sets of books (Indian and global)
Requirement,Ability to maintain templates and version control
Requirement,"Ability to manage ""Loan for Asset Insurance"" with the Loan contract"
Requirement,"Ability to manage ""Loan for Service Contract for tyres, maintenance, warranty"" with the Loan contract"
Requirement,"Ability to manage ""Loan"" for asset financed"
Requirement,"Ability to manage ""Operating Lease"" as per residual value defined by the dealer / BA and generate charges inclusive of vehicle maintenance & insurance"
Requirement,"Ability to manage ""Top-up Loan"" for an existing contract"
Requirement,"Ability to manage (Plan, prioritise, allocation and tracking) field visits for collections team."
Requirement,"Ability to manage different customer (and internal) communication templates (Email, SMS, Letter, notification), as per defined communication matrix and communication policy"
Requirement,"Ability to manage existing products and be able to manage their lifecycle (Loan, Lease, Floor Plan Funding, etc.)"
Requirement,"Ability to manage future products & their lifecycle (Parts Finance, Bundling, Securitization, Syndication, Operating Lease, Factoring, Receivable Financing, etc.)"
Requirement,Ability to manage it using mobile app - track Field agents real time using GPS
Requirement,Ability to manage legal exception/approval through credit work flow.
Requirement,"Ability to manage multi GAAP accounting (ability to define multiple accounting standards and templates) - IFRS, IND-AS"
Requirement,"Ability to manage remarking capability end to end through a platform  (Auction of assets, payments processing etc.)"
Requirement,Ability to manage temporary limit changes either automatically basis some pre-defined rules or via workflow (for secnarios such as to supprot spot funding of an asset)
Requirement,Ability to manage the change through workflow with audit trail
Requirement,Ability to manage the returns on funds by investing in various instruments at the same time maintaining liquidity.
Requirement,Ability to manage travel requirements for collections team (Approval workflow) as per planned visits
Requirement,Ability to map assets ordered by Dealers as per pre-defined Campaign / Plan (as directed by BA)
Requirement,Ability to map BA (OEM) provided Campaign / Plans (e.g. interest free period of 30/60/90 days).
Requirement,Ability to map Borrower / Co-Borrower / Guarantor / KMP(?) of Borrower / Major shareholders of party to the new application who might have signed as party to the deal in any of existing contracts in VFS India.
Requirement,"Ability to map documents (e.g. renewed insurance, tax certificate, covenant, etc.) against existing collaterals"
Requirement,"Ability to map existing exposure of the new case, with existing group exposure. Additionally any relevant documetns from existing contracts to be assigned to new application"
Requirement,"Ability to map the exposures of various lenders, highlight proportionate risk - highlight payable to each Partner on a monthly basis"
Requirement,"Ability to map the exposures of various lenders, hightlight proportionate risk"
Requirement,Ability to map/link existing contracts to new/existing customers in case of merger/demerger keeping loan terms intact
Requirement,"Ability to mark a tag for Contracts / Customers that are tied to any legal action, e.g. bankruptcy, deficiencies, defaulter or litigation, in order to stop regular activities (e.g. billing, reporting, communication, etc.)"
Requirement,"Ability to mark agreed/validated point in checklist, and mention comments (re-route) for any clarification / further requirement"
Requirement,Ability to mark contract termination in situations like Asset theft or damage
Requirement,"Ability to mask foreclosed in system with maker checker and issue closure letter, NOC"
Requirement,"Ability to modify (with an audit trail), as per request from Customer / Sales"
Requirement,"Ability to modify the collateral details, as per business needs (workflow and authorization based)"
Requirement,"Ability to modify the rate approval screen for additional support required, get approval for support on real time basis from BA (basis maker checker workflow) (Propose the same to finance team for rate approval (over workflow))"
Requirement,Ability to monitor Dealer performance as per agreement and renew contract (both option of hard copy & digitally signed agreements to exist)
Requirement,Ability to notify Sales and Customer for renewal due
Requirement,Ability to offer Ballooning as a Product Feature
Requirement,Ability to offer Bullet Payment as a Product feature
Requirement,"Ability to offer Collections features on mobile - features like allocation, collection field activities (GPS, Geo Tracking, Rout Suggestions and Optimization, Customer interactions, Payment Receipt and Update, Dunning, etc.), real time tracking (hierarchy view), initiate repo. Additionally, provide offline features for mobile - receipting, etc."
Requirement,"Ability to offer Collections features on mobile - features like allocation, collections field activities (GPS, Geo tracking, route suggestions and optimization, customer interactions, payment receipt and update, dunning, etc.), real time tracking (hierarchy view), initiate repo. (Additionally, provide offline features for mobile - receipting, etc.)"
Requirement,Ability to offer EMI holiday as a Product Feature
Requirement,"Ability to offer flexible EMI payment options, e.g. fortnightly, daily, weekly, etc."
Requirement,Ability to offer Hybrid of Product features (e.g. combining Step-Up with Bullet)
Requirement,Ability to offer Metered Reapyment as a Product feature
Requirement,Ability to offer mobile App view for RCU team to view and access documents digitally and respond from field at real time
Requirement,Ability to offer Moratorium as a Product feature
Requirement,Ability to offer OCR capability (or integration with OCR solution)
Requirement,"Ability to offer Pricing basis multiple scenarios: 1) Total Volvo Offer (Dealer + Financing); 2) Multiple products and services bundled together (e.g. loan + extended warrantee + insurance + VAS) 3) Comparative pricing across Loan vs Lease vs Operating Lease, etc. 4) Additional scenarios configurable by Business"
Requirement,Ability to offer renewed contracts / modified contract terms basis performance
Requirement,Ability to offer Step-Down as a Product Feature
Requirement,Ability to offer Step-Up as a Product Feature
Requirement,Ability to offer VAS with a Loan - generate VAS charges
Requirement,Ability to on-board/off board Dealer / Partners / Vendors / Agents / Agencies
Requirement,"Ability to pass Charges (cash or accrual basis) and Fees on Cash entries (e.g. cheque bounce charges, Repo Charges, Legal charges, Foreclosure Charges, etc.)"
Requirement,"Ability to pass entries for Loan Origination (Processing Fees, Margin Money, Security Deposit, Subvention/ Discounts, Stamp Duty), Operating Lease (income recognition), Bundling and Value Added Services (Insurance, Maintenance, etc.), Disbursement, Billing, Receipts, Bounce, Monthly Interest  Accruals and Reversal of Monthly Interest Accruals, Income Amortization, Repossession, Repo sale, Restructure, Reschdulement, Foreclosure, Part Payment Receipt, Dealer / DSA Commission, Write-off, NPA to regular, Regular to NPA, Settlement, Securitization, Co-lending, TDS Receivable, TCS Payable, GST (for all entries)"
Requirement,Ability to periodically monitor the Operating Lease portfolio and determine any outliers and alert to relevant stakeholders for necessar action
Requirement,Ability to plan and schedule audits
Requirement,"Ability to pre-fill fields such as fuel cost, insurance, mileage, tyre cost, etc. - use existing standard data (or market data) as applicable"
Requirement,"Ability to print E-Stamps as per business requirement, initiated from core"
Requirement,"Ability to process details such as peak delays, average delay, customer name, asset financed, funding amount, tenure, number of EMIs paid, etc."
Requirement,"Ability to process NB, renewals, for insurance coverage, including multiple policies - setup insurance details in system"
Requirement,Ability to process payments through - Cards
Requirement,Ability to process payments through - Cash
Requirement,Ability to process payments through - Configurability for any future payment mechanism
Requirement,"Ability to process payments through - NACH, eNACH"
Requirement,"Ability to process payments through - Online Banking (including NEFT, RTGS)"
Requirement,Ability to process payments through - Payment Gateway
Requirement,Ability to process payments through - PDC
Requirement,Ability to process payments through - UPI
Requirement,Ability to provide alerts and notifications to enable calendar integration
Requirement,"Ability to provide and notify whenever the EMI is due, at aggregate level and breakup level"
Requirement,"Ability to provide both in the form of detailed statement (Month on month due and payment details, delay days, overdue details in pre-defined format) and summarized snapshot (Summary of total repayment tracks validated (both VFS and others) in pre-defined format)"
Requirement,"Ability to provide customer information report for existing / new customers based on information / data available in VFS portfolio, VFS database, public domain (MCA website, credit rating website, Probe website etc.) in predefined format"
Requirement,Ability to provide front end (via APIs / Portal) to Dealers for managing their own Line of Credit / Limits
Requirement,Ability to provide front end for Dealers to initiate request for limit change (request more limit or exception for a period)
Requirement,"Ability to provide information for the pricing screen that can generate amort schedule based on various screens (Value, BA, Schemes, Grade, Repayment Structure, etc.) along with the pricing Customer IRR/Deal IRR/Flat Rate/Floating Rate (ATROE/Any Pricing Model in future) calculation."
Requirement,Ability to provide information to cusotmer / dealer portal (website / mobile app) and be able to execute service request like SOA etc.
Requirement,Ability to provide minimum expected customer interest rate on given transaction under auto approval basis defined rules
Requirement,"Ability to provide relevant information (customer contact details, contract details etc.) for customer communications"
Requirement,Ability to provide stage wise summary/hierarchy view of the day's/Any duration applications in LOS
Requirement,"Ability to push case details to Ops (Loan structure, Insurance details, Fee & charges, EMI numbers, EMI amount, Asset details including Proforma Invoice, Pricing & Subsidies, Payment details including NACH & PDC ) - and corresponding documents"
Requirement,"Ability to recast the contract, basis this tracking"
Requirement,"Ability to receive feed from a repository related to Work Orders (from NHAI(?), Coal India, NTPC(?), MML(?), etc.) and maintain a database within VFS"
Requirement,"Ability to receive feed from a repository related to Work Orders (from NHAI, Coal India, NTPC, MML, etc.) and maintain a database within VFS"
Requirement,Ability to receive payments as per agreed terms (and ability to cancel the deal where terms are not met).
Requirement,"Ability to receive service request across channels (Customer Portal, Service CRM etc.) and route it to respective team enabled by workflow with audit trail and TAT monitoring and escalation matrix"
Requirement,"Ability to receive system generated offer letter (digitally signed) in favour of customer immediately post credit & rate approval in the LOS. In case of rejection, system generated rejection letter (digitally signed) to be printed. Both letters as per pre-defined format, depending on the product taken by the customer (Loan / Lease / Normal Approval / TLOC(?)). In case of letter edited / printed, digital signature has to vanish from letter and same to be manually signed"
Requirement,Ability to reconcile payments and highlight any discrepancy (as a dashboard)
Requirement,Ability to record and provide trails for processes (defined as per business) for audit / other future references
Requirement,"Ability to record legal related history (Conclusion of case, case summary, final order etc.) at the customer level and able to provide the information to relevant stakeholders"
Requirement,Ability to record Subject to Conditions of approvals and Track the same
Requirement,Ability to record the customer interactions/updates/remarks (use of mobile app)
Requirement,Ability to record the sourcing details of deals and to be able to maange incentive calculative / distribution
Requirement,"Ability to recorded related parties to the contract, e.g. Co-applicants, Co-borrower, Guarantor, Family, Relative"
Requirement,Ability to reflect change in the underlying data
Requirement,Ability to re-initiate Credit Bureau / KYC at any point of the loan lifecycle and ability to view historical checks done and maintain all vensions
Requirement,Ability to Repay the amount and update Future Cash Flow based on Termiated (Pre Closed) or Write Off Contracts (including in Agreement)
Requirement,"Ability to Repay the amount to each syndicate member, basis split as per the Syndicate agreement"
Requirement,"Ability to respond back (take action) to fulfill queries / requests / complaints automatically - SOA, Interest Certificate, Repayment Such resending, Balance Confirmation Letter, PF Receipt, etc."
Requirement,"Ability to retrieve documents collected already (integration with CMS), in case of existing customer, along with previous approval terms and existing account status"
Requirement,"Ability to retrieve necessary documents like FCL, SOA, Application Form, Agreement, KYCs, Offer Letter"
Requirement,"Ability to route cases based on rules for customer segments Asset Type, profiles, brands, etc."
Requirement,"Ability to route cases based on rules for customer segments, Asset Type, profiles, brands. etc."
Requirement,Ability to select contracts for Securitization basis some filtering criteria
Requirement,Ability to select correct rate approval screen basis various parameters (BA / Grade / Fleet & Non-Fleet or anything in future) for rate approval
Requirement,"Ability to select different setting-up mechanism - i.e. either as Finance Lease or as Operating Lease, as per the accounting rules (i.e. IFRS 16, INDAS 116) (This is from VFS' perspective and not from Customers')"
Requirement,"Ability to select the relevant schemes (Campaign, Contest, Offers) available at the time of sourcing/disbursal/engage with BA to get the desired support (subvention/credit day etc.) to improve the ATROE and get the rate approved by finance team. (The scheme/support to be approved by BA. The selected scheme details must be available throughout the lifecycle of the contract.)"
Requirement,Ability to send email as per communication mode selected
Requirement,Ability to send status back to requestor (channel from which request initiated)
Requirement,Ability to send status update back to LOS (stage of file journey)
Requirement,Ability to setup and create an agreement for Operating Lease contract
Requirement,Ability to setup and create Maintenance and Insurance contracts together with the Operating Lease contract
Requirement,"Ability to share LOS case status back to CRM, on a real time basis"
Requirement,"Ability to share offer letter to all stakeholders (Credit, Ops, Sales & Customer, BA (optional))"
Requirement,Ability to share the associated risks in larger exposures cases by co-lending with other financers.
Requirement,"Ability to simulate and compare outstanding principal, interest rate, foreclosure charges, any other charges - basis input done by user"
Requirement,Ability to simulate and view results as per selections
Requirement,Ability to stop the workflow unless all the checklist criteria is met
Requirement,Ability to store information such as UW decisionfrom the Syndicate Partner
Requirement,Ability to store PDC details for each account
Requirement,"Ability to straight through issurance of foreclosure letter with auto calculation of dues including charges upon receiving the request from customer (available with relevant stakeholders, e.g. with Operations and with Cllections agent but not with Customer)"
Requirement,Ability to support approvals / exceptions using workflows
Requirement,"Ability to support data extraction - contract data across different parameters (start date, end date, party name, summary etc.) and provide necessary alerts/reminders at the time of renewal/end"
Requirement,"Ability to support data extraction for different parameters (Loans, preferences, interactions, BA details, live contracts), from different sources (LMS, LOS, CRM etc.) to provide holistic customer view"
Requirement,Ability to support data extraction for regulatory reporting requirements by business.
Requirement,Ability to support data extraction for various reporting requirements by business
Requirement,Ability to support data extraction to build and run mathematical models
Requirement,Ability to support Floor Plan Financing
Requirement,"Ability to support the Insurance - intimate claims to Insurance provider, monitor renewal due, facilitate endorsement, etc."
Requirement,Ability to tag a collateral with a contract or multiple collaterals to a contract
Requirement,"Ability to take decision whether the case is Straight through, Credit Refer or Reject, basis dynamic rule engine (e.g. grading, credit bureau report, exposure, etc.)"
Requirement,"Ability to take decision whether the case is Straight through, Credit Refer or Reject, basis dynamic rule engine (Example Grading, Credit Bureau report, Exposure, etc.)"
Requirement,"Ability to take stock of Dealer inventory, at a monthly frequency"
Requirement,Ability to track and update relevant stakeholders as per defined SLAs
Requirement,"Ability to track Asset Usage (using Telematics) and hightlight / aleert for any unusual event (e.g. asset under utilized, rough usage, deviation from agreed usage parameters - km per annum, etc.)"
Requirement,"Ability to track relationship, payment terms, business generated, limit utilization and be able to increase / decrease (using workflow and audit trail)"
Requirement,Ability to track vehicle movement (during repossession) right from the point of Repossession till it is delivered to the Yard. Ability to store pictures with geo tagging at both locations.
Requirement,Ability to trigger deviations at the time of moving case to credit decision based on predefined rules engine.
